country	name	employee	site	city	lat	long
ARGENTINE	ARKEMA ARGENTINA SAU	17	USINE DE PRODUCTION	CARLOS CASARES	-35.622887	-61.364307
AUSTRALIE	BOSTIK AUSTRALIA PTY LTD	51	SIEGE SOCIAL	ESSENDON FIELDS	-37.7263122	144.8968793
AUSTRALIE	BOSTIK AUSTRALIA PTY LTD	19	USINE DE PRODUCTION	KINGS PARK	-33.7457198	150.9047417
AUSTRALIE	BOSTIK AUSTRALIA PTY LTD	5	AGENCE COMMERCIALE	MEADOWBROOK	-27.6678291	153.1395015
AUSTRALIE	BOSTIK AUSTRALIA PTY LTD	53	USINE DE PRODUCTION	THOMASTOWN	-37.6837819	145.0107588
AUTRICHE	BOSTIK GMBH	19	AGENCE COMMERCIALE	WOLLERSDORF	47.86542	16.16878
BELGIQUE	BOSTIK BELUX NV SA	17	AGENCE COMMERCIALE	LOCHRISTI	51.111028	3.850477
BELGIQUE	FIXATTI NV	28	USINE DE PRODUCTION	NAZARETH	32.680515	35.289645
BELGIQUE	ARKEMA ANTWERP	46	USINE DE PRODUCTION	ZWINDRECHT	51.2164116	4.3335905
BRESIL	ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA	54	USINE DE PRODUCTION	ARACARIGUAMA	-23.437744	-47.0638699
BRESIL	USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA	16	USINE DE PRODUCTION	ARARAQUARA	-21.7830499	-48.2243666
BRESIL	ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA	4	AGENCE COMMERCIALE	CAMACARI	-12.7331327	-38.28558580000001
BRESIL	ARRMAZ DO BRASIL LTDA.	24	SIEGE SOCIAL	DUQUE DE CAXIAS	-22.6677244	-43.2977691
BRESIL	ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA	51	USINE DE PRODUCTION	RIO CLARO	-22.3580966	-47.5544774
BRESIL	ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA	3	AGENCE COMMERCIALE	RIO DE JANEIRO	-22.956148	-43.360996
BRESIL	USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA	70	USINE DE PRODUCTION	SAO JOSE DO RIO PRETO	-20.853309	-49.395150
BRESIL	USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA	4	CENTRE TECHNIQUE	SÃO JOSE DO RIO PRETO	-20.853309	-49.395150
BRESIL	ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA	75	SIEGE SOCIAL	SAO PAULO	-21.2922457	-50.3428431
BRESIL	ARKEMA COATEX BRASIL INDUSTRIA E COMERCIO LTDA	2	SIEGE SOCIAL	SAO PAULO	-21.2922457	-50.3428431
BRESIL	USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA	130	SIEGE SOCIAL	SAO ROQUE	-23.5068655	-47.14367499999999
BRESIL	USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA	76	USINE DE PRODUCTION	SAO ROQUE	-23.5068655	-47.14367499999999
BRESIL	USINA FORTALEZA INDUSTRIA E COMERCIO DE MASSA FINA LTDA	11	SIEGE SOCIAL	SAO ROQUE	-23.5068655	-47.14367499999999
BRESIL	ARRMAZ DO BRASIL LTDA.	6	SIEGE SOCIAL	UBERLANDIA	-18.955142	-48.269755
BULGARIE	BOSTIK BULGARIA EOOD	11	SIEGE SOCIAL 	ROUSSE	43.83557130000001	25.9656554
BULGARIE	BOSTIK BULGARIA EOOD	7	 AGENCE COMMERCIALE	SOFIA	42.688597	23.299912
CANADA	ARKEMA CANADA INC	53	USINE DE PRODUCTION	BECANCOUR	46.3867391	-72.3690979
CANADA	ARKEMA CANADA INC	10	AGENCE COMMERCIALE	BURLINGTON	43.3955658	-79.7592638
CHILI	BOSTIK SEALANTS LATIN AMERICA SPA	8	AGENCE COMMERCIALE	HUECHURABA SANTIAGO	-33.3742128	-70.6367425
CHINE	ARKEMA CHINA INVESTMENT CO LTD	14	SIEGE SOCIAL	BEIJING	39.8929867	116.4737288
CHINE	ARKEMA (CHINA) INVESTMENT CO. LTD CHANGSHU BRANCH	255	USINE DE PRODUCTION	CHANGSHU	31.7879072	120.7636612
CHINE	ARKEMA CHANGSHU CHEMICALS CO LTD	72	USINE DE PRODUCTION	CHANGSHU	31.7879072	120.7636612
CHINE	ARKEMA CHANGSHU FLUOROCHEMICAL CO LTD	305	USINE DE PRODUCTION	CHANGSHU	31.7879072	120.7636612
CHINE	ARKEMA CHANGSHU POLYAMIDES CO LTD	99	USINE DE PRODUCTION	CHANGSHU	31.7879072	120.7636612
CHINE	ARKEMA CHANGSHU FLUOROCHEMICAL CO LTD	63	CENTRE R&D	CHANGSHU	31.7879072	120.7636612
CHINE	JIANGSU BOSTIK ADHESIVE CO LTD	104	USINE DE PRODUCTION	CHANGSHU	31.7879072	120.7636612
CHINE	CHANGSHU COATEX ADDITIVES CO LTD	89	USINE DE PRODUCTION	CHANGSHU	31.7879072	120.7636612
CHINE	SARTOMER GUANGZHOU CHEMICALS LTD	178	USINE DE PRODUCTION	GUANGZHOU	23.1475722	113.2880602
CHINE	ARKEMA (CHINA) INVESTMENT CO. LTD GUANGZHOU BRANCH	37	AGENCE COMMERCIALE	GUANGZHOU	23.1475722	113.2880602
CHINE	BOSTIK FINDLEY CHINA CO LTD	112	USINE DE PRODUCTION	GUANGZHOU	23.1475722	113.2880602
CHINE	CASDA BIOMATERIALS CO LTD	399	USINE DE PRODUCTION	HENGSHUI	37.7352097	115.6986949
CHINE	ARRMAZ CHEMICALS YUNNAN CO LTD	22	SIEGE SOCIAL	KUNMING	24.910169	102.804287
CHINE	ARRMAZ CHEMICALS YUNNAN CO LTD	71	USINE DE PRODUCTION	KUNMING	24.910169	102.804287
CHINE	SHANGHAI ZHIGUAN POLYMER MATERIALS CO LTD	11	CENTRE R&D	SHANGHAI	31.0808739	121.4190899
CHINE	ARKEMA (CHINA) INVESTMENT CO. LTD SHANGHAI BRANCH	249	SIEGE SOCIAL	SHANGHAI	31.0808739	121.4190899
CHINE	ARKEMA SHANGHAI DISTRIBUTION CO LTD	2	SIEGE SOCIAL	SHANGHAI	31.0808739	121.4190899
CHINE	BOSTIK SHANGHAI MANAGEMENT CO LTD	204	SIEGE SOCIAL	SHANGHAI	31.0808739	121.4190899
CHINE	FIXATTI (CHINA) POLYMER SPECIALTIES CO LTD	84	USINE DE PRODUCTION	SHANGHAI	31.0808739	121.4190899
CHINE	ARKEMA HYDROGEN PEROXIDE CO LTD SHANGHAI	72	USINE DE PRODUCTION	SHANGHAI	31.0808739	121.4190899
CHINE	TAIXING SUNKE CHEMICALS CO LTD	345	USINE DE PRODUCTION	TAIXING CITY	32.170201	120.219819
CHINE	ARKEMA SUZHOU POLYAMIDES CO LTD	194	USINE DE PRODUCTION	ZHANGJIAGANG	31.897106	120.694408
COLOMBIE	ARKEMA COLOMBIA S.A.S	7	SIEGE SOCIAL	MEDELLIND	6.2476376	-75.56581530000001
COREE DU SUD	SEKI ARKEMA CO LTD	43	SIEGE SOCIAL	HAMAN-GUN	35.3310258	128.4955043
COREE DU SUD	ARKEMA KOREA	36	CENTRE R&D	SEOUL	37.566535	126.9779692
COREE DU SUD	BOSTIK KOREA LTD	9	SIEGE SOCIAL	SEOUL	37.566535	126.9779692
COREE DU SUD	COATEX ASIA PACIFIC INC.	0	SIEGE SOCIAL	SEOUL	37.566535	126.9779692
CROATIE	BOSTIK CROATIA DOO	5	AGENCE COMMERCIALE	ZAGREB	45.8150108	15.9819189
DANEMARK	AS LIP BYGNINGSARTIKLER NORRE AABY	17	SIEGE SOCIAL	AABY	56.144642	10.172191
DANEMARK	AS LIP BYGNINGSARTIKLER NORRE AABY	21	USINE DE PRODUCTION	AABY	56.144642	10.172191
DANEMARK	AS LIP BYGNINGSARTIKLER NORRE AABY	2	CENTRE TECHNIQUE	AABY	56.144642	10.172191
DANEMARK	AS LIP BYGNINGSARTIKLER NORRE AABY	9	AGENCE COMMERCIALE	AABY	56.144642	10.172191
DANEMARK	BOSTIK A/S	4	AGENCE COMMERCIALE	GLOSTRUP	55.6814823	12.4121207
EGYPTE	ARKEMA FRANCE	11	SIEGE SOCIAL	CAIRO	30.0444196	31.2357116
EGYPTE	BOSTIK EGYPT FOR PRODUCTION OF ADHESIVES SAE	29	USINE DE PRODUCTION	GIZA	30.0130557	31.2088526
EIRE	BOSTIK INDUSTRIES LTD	31	SIEGE SOCIAL	DUBLIN	53.336294	-6.288303
EMIRATS ARABES UNIS	ARKEMA MIDDLE EAST DMCC	26	SIEGE SOCIAL	DUBAI	25.149580	55.328946
ESPAGNE	AFINITICA TECHNOLOGIES SL	30	SIEGE SOCIAL	BELLATERRA	41.501833	2.086299
ESPAGNE	ARKEMA QUIMICA SAU	69	USINE DE PRODUCTION	MOLLET DEL VALLES	41.5450948	2.2089109
ESPAGNE	BOSTIK SAU SPAIN	30	USINE DE PRODUCTION	RUBI	41.724761	1.8247278
ESPAGNE	ARKEMA QUIMICA SAU	150	USINE DE PRODUCTION	SANT CELONI	41.6826815	2.5495112
ETATS-UNIS	ARKEMA INC	40	USINE DE PRODUCTION	ALSIP	41.6685425	-87.7271123
ETATS-UNIS	AMP TRUCKING, INC	14	SIEGE SOCIAL	AMP TRUCKING, INC.	32.968172	-101.376636
ETATS-UNIS	BOSTIK INC	4	CENTRE TECHNIQUE	ANN ARBOR	42.2129167	-83.7305392
ETATS-UNIS	BOSTIK INC	39	USINE DE PRODUCTION	ASHLAND OH	40.863519	-82.324884
ETATS-UNIS	ARKEMA INC	106	USINE DE PRODUCTION	AXIS	30.9297926	-88.02726469999999
ETATS-UNIS	ARKEMA INC	1	USINE DE PRODUCTION	BAYPORT	40.745721	-73.037300
ETATS-UNIS	ARKEMA INC	119	USINE DE PRODUCTION	BEAUMONT	30.0802412	-94.0997344
ETATS-UNIS	ARKEMA INC	64	USINE DE PRODUCTION	BIRDSBORO	40.262022	-75.809517
ETATS-UNIS	ARKEMA INC	7	CENTRE TECHNIQUE	BOULDER	40.004047	-105.265042
ETATS-UNIS	BOSTIK INC	10	USINE DE PRODUCTION	CALHOUN	34.502587	-84.9510542
ETATS-UNIS	BOSTIK INC	52	USINE DE PRODUCTION	CALUMET CITY	41.610630	-87.541326
ETATS-UNIS	ARKEMA INC	260	USINE DE PRODUCTION	CALVERT CITY	37.0508193	-88.381958
ETATS-UNIS	ARKEMA INC	110	CENTRE R&D	CARY	35.7698044	-78.78162189999999
ETATS-UNIS	ARKEMA INC	62	USINE DE PRODUCTION	CHATHAM	36.82569429999999	-79.3980806
ETATS-UNIS	COATEX INC	63	USINE DE PRODUCTION	CHESTER	34.7048613	-81.2142561
ETATS-UNIS	BOSTIK INC	2	AGENCE COMMERCIALE	COLTON CA	34.069089	-117.324007
ETATS-UNIS	BOSTIK INC	33	USINE DE PRODUCTION	COLUMBUS	34.120509	-117.254999
ETATS-UNIS	ARRMAZ PRODUCTS INC	6	USINE DE PRODUCTION	CONVENT	30.028143	-90.810728
ETATS-UNIS	BOSTIK INC	83	USINE DE PRODUCTION	CONYERS	33.6676103	-84.01769039999999
ETATS-UNIS	ARKEMA INC	4	USINE DE PRODUCTION	COURTLAND	36.7162613	-77.06801949999999
ETATS-UNIS	ARKEMA INC	10	USINE DE PRODUCTION	CROSBY	29.916844	-95.054183
ETATS-UNIS	BOSTIK INC	11	USINE DE PRODUCTION	DALLAS	32.7762864	-96.6958939
ETATS-UNIS	BOSTIK INC	47	USINE DE PRODUCTION	DALTON	34.7787365	-84.9193082
ETATS-UNIS	BOSTIK INC	77	USINE DE PRODUCTION	DUBLIN	37.713705	-121.892613
ETATS-UNIS	BOSTIK INC	1	AGENCE COMMERCIALE	EXPATS	43.0513426	-88.0411993
ETATS-UNIS	ARKEMA INC	79	CENTRE R&D	EXTON	40.0325817	-75.6274583
ETATS-UNIS	BOSTIK INC	54	USINE DE PRODUCTION	FORT WORTH EDGE	32.704907	-97.413771
ETATS-UNIS	ARKEMA INC	93	USINE DE PRODUCTION	GENESEO	42.795896	-77.816947
ETATS-UNIS	ARKEMA INC	24	USINE DE PRODUCTION	GRAND RAPIDS	42.9274782	-85.6537627
ETATS-UNIS	BOSTIK INC	91	USINE DE PRODUCTION	GREENVILLE	34.8742328	-82.33433749999999
ETATS-UNIS	ARKEMA INC	45	USINE DE PRODUCTION	HAHNVILLE	29.9765931	-90.40897079999999
ETATS-UNIS	ARKEMA INC	67	USINE DE PRODUCTION	HOUSTON	29.7690048	-95.1744903
ETATS-UNIS	ARKEMA INC	659	CENTRE R&D	KING OF PRUSSIA	40.095525	-75.391440
ETATS-UNIS	BOSTIK INC	45	USINE DE PRODUCTION	LOUISVILLE	38.1495841	-85.8793252
ETATS-UNIS	ARKEMA INC	57	USINE DE PRODUCTION	MEMPHIS	35.2368232	-90.0186555
ETATS-UNIS	BOSTIK INC	84	USINE DE PRODUCTION	MIDDLETON	42.6007246	-71.014118
ETATS-UNIS	ARRMAZ PRODUCTS INC	140	SIEGE SOCIAL	MULBERRY	27.8953038	-81.9734172
ETATS-UNIS	ARKEMA INC	18	USINE DE PRODUCTION	NORTH KANSAS -	39.1584696	-94.5727598
ETATS-UNIS	ARKEMA INC	147	USINE DE PRODUCTION	PASADENA	29.6343793	-95.07027939999999
ETATS-UNIS	BOSTIK INC	41	USINE DE PRODUCTION	PAULSBORO	39.832079	-75.238889
ETATS-UNIS	BOSTIK INC	10	USINE DE PRODUCTION	PETERSBURG	37.198033	-77.394844
ETATS-UNIS	BOSTIK INC	45	USINE DE PRODUCTION	PIEDMONT	37.820956	-122.230053
ETATS-UNIS	ARKEMA INC	16	USINE DE PRODUCTION	PINEVILLE	31.3224044	-92.4343035
ETATS-UNIS	BOSTIK INC	73	AGENCE COMMERCIALE	WAUWATOSA	43.068191	-88.017996
ETATS-UNIS	ARRMAZ PRODUCTS INC	3	USINE DE PRODUCTION	SODA SPRINGS -	39.322457	-120.376792
ETATS-UNIS	BOSTIK INC	15	USINE DE PRODUCTION	TEMECULA	33.4767802	-117.1970557
ETATS-UNIS	ARKEMA INC	37	USINE DE PRODUCTION	TORRANCE	33.8409696	-118.3520389
ETATS-UNIS	ARRMAZ PRODUCTS INC	23	CENTRE TECHNIQUE	TULSA	36.0613546	-95.9515399
ETATS-UNIS	ARRMAZ PRODUCTS INC	3	USINE DE PRODUCTION	VANCEBORO	35.298928	-77.155926
ETATS-UNIS	BOSTIK INC	196	CENTRE R&D	WAUWATOSA	43.0513426	-88.0411993
ETATS-UNIS	BOSTIK INC	19	USINE DE PRODUCTION	WAUWATOSA	43.0513426	-88.0411993
ETATS-UNIS	ARKEMA INC	75	USINE DE PRODUCTION	WEST CHESTER	39.9606643	-75.6054882
FINLANDE	BOSTIK OY	2	AGENCE COMMERCIALE	TURKU	60.435804	22.277745
FRANCE	BOSTIK SA	118	USINE DE PRODUCTION	AVELIN	50.52418669999999	3.0990212
FRANCE	ARKEMA FRANCE	399	CENTRE R&D	CARLING	49.167114	6.710992
FRANCE	ARKEMA FRANCE	20	USINE DE PRODUCTION	CHATEAUROUX	46.8031198	1.6926546
FRANCE	ARKEMA FRANCE	895	SIEGE SOCIAL	COLOMBES	48.9220615	2.2533313
FRANCE	ARKEMA HOLDING	10	SIEGE SOCIAL	COLOMBES	48.9220615	2.2533313
FRANCE	BOSTIK SA	344	SIEGE SOCIAL	COLOMBES	48.9220615	2.2533313
FRANCE	BOSTIK SA	89	USINE DE PRODUCTION	COUBERT	48.671688	2.695835
FRANCE	ARKEMA FRANCE	169	USINE DE PRODUCTION	FEUCHY	50.287988	2.845183
FRANCE	COATEX SAS	247	CENTRE R&D	GENAY	45.9017563	4.8367097
FRANCE	ARKEMA FRANCE	137	USINE DE PRODUCTION	HONFLEUR	49.418762	0.233262
FRANCE	ARKEMA FRANCE	353	USINE DE PRODUCTION	JARRIE	45.0943968	5.7403974
FRANCE	ARKEMA FRANCE	170	USINE DE PRODUCTION	LA CHAMBRE	45.358463	6.301654
FRANCE	ARKEMA FRANCE	341	USINE DE PRODUCTION	LACQ - MOURENX	43.413249	-0.61914
FRANCE	ARKEMA FRANCE	170	CENTRE R&D	LACQ GRL	43.413249	-0.61914
FRANCE	ARKEMA FRANCE	156	USINE DE PRODUCTION	LANNEMEZAN	43.032934	0.397571
FRANCE	AEC POLYMERS	14	USINE DE PRODUCTION	LE BARP	44.64191049999999	-0.7342734
FRANCE	BOSTIK SA	70	USINE DE PRODUCTION	LE MEUX -PLANT	49.3519093	2.7538429
FRANCE	ARKEMA FRANCE	323	USINE DE PRODUCTION	MARSEILLE	43.3068716	5.4023705
FRANCE	ARKEMA FRANCE	274	USINE DE PRODUCTION	MONT	43.433921	-0.65154
FRANCE	ARKEMA FRANCE	421	USINE DE PRODUCTION	PIERRE-BENITE	45.7030349	4.821038199999999
FRANCE	ARKEMA FRANCE	244	CENTRE R&D	PIERRE-BENITE	45.7030349	4.821038199999999
FRANCE	ARKEMA FRANCE	415	CENTRE TECHNIQUE	PIERRE-BENITE	45.7030349	4.821038199999999
FRANCE	PROCHIMIR	33	SIEGE SOCIAL	POUZAUGES	46.78264799999999	-0.837243
FRANCE	BOSTIK SA	55	USINE DE PRODUCTION	PRIVAS	44.735269	4.599038999999999
FRANCE	BOSTIK SA	182	USINE DE PRODUCTION	RIBECOURT	49.51035599999999	2.922679
FRANCE	MLPC INTERNATIONAL	173	SIEGE SOCIAL	RION DES LANDES	43.93360699999999	-0.9205629999999999
FRANCE	ARKEMA FRANCE	243	USINE DE PRODUCTION	SAINT-AUBAN	43.8460788	6.7321901
FRANCE	BOSTIK SA	30	USINE DE PRODUCTION	SAINVILLE	48.415133	1.880156
FRANCE	ARKEMA FRANCE	425	USINE DE PRODUCTION	SERQUIGNY	49.10988140000001	0.7055823
FRANCE	ARKEMA FRANCE	260	CENTRE R&D	SERQUIGNY CERDATO	49.10988140000001	0.7055823
FRANCE	PROCHIMIR	25	USINE DE PRODUCTION	SEVREMONT	46.8282859	-0.8372508999999999
FRANCE	BOSTIK SA	134	CENTRE R&D	VENETTE	49.4277351	2.8127225
FRANCE	ARKEMA FRANCE	89	CENTRE R&D	VERNEUIL	49.2667185	2.5271526
FRANCE	ARKEMA FRANCE	150	USINE DE PRODUCTION	VILLERS SAINT PAUL	49.290870	2.492503
GABON	ARKEMA GABON	6	AGENCE COMMERCIALE	PORT GENTIL	-0.7292634	8.7931878
GRÈCE	BOSTIK HELLAS SA	19	AGENCE COMMERCIALE	PIRAEUS	37.9405556	23.6333333
HONG KONG	ARKEMA COMPANY LTD	8	AGENCE COMMERCIALE	HONG KONG	22.303726	114.175709
HONGRIE	ARKEMA MAGYARORSZAG KERESKEDEIMI KORLATOLT FELELOSSEGU TARSASAG	9	SIEGE SOCIAL	BUDAPEST	47.497912	19.040235
INDE	BOSTIK INDIA PRIVATE LTD	52	SIEGE SOCIAL	BANGALORE	12.8124199	77.69403150000001
INDE	BOSTIK INDIA PRIVATE LTD	56	USINE DE PRODUCTION	BANGALORE	12.8124199	77.69403150000001
INDE	ARKEMA PEROXIDES INDIA PRIVATE LIMITED	10	SIEGE SOCIAL	CHENNAI	13.0366742	80.25167429999999
INDE	BOSTIK INDIA PRIVATE LTD	7	AGENCE COMMERCIALE	CHENNAI	13.0920727	80.1944807
INDE	ARKEMA PEROXIDES INDIA PRIVATE LIMITED	57	USINE DE PRODUCTION	CUDDALORE	11.751535	79.766160
INDE	BOSTIK INDIA PRIVATE LTD	59	USINE DE PRODUCTION	GUJARAT	22.941807	71.489623
INDE	ARKEMA PEROXIDES INDIA PRIVATE LIMITED	1	AGENCE COMMERCIALE	MUMBAI	19.1570343	72.93274439999999
INDE	BOSTIK INDIA PRIVATE LTD	15	AGENCE COMMERCIALE	MUMBAI	19.1570343	72.93274439999999
INDE	ARKEMA CHEMICALS INDIA PRIVATE LTD	127	SIEGE SOCIAL	NAVI MUMBAI	19.1570343	72.93274439999999
INDE	BOSTIK INDIA PRIVATE LTD	19	AGENCE COMMERCIALE	NEW DELHI	28.6482162	77.1640718
INDE	BOSTIK INDIA PRIVATE LTD	15	AGENCE COMMERCIALE	WAUWATOSA	43.075715	-88.023489
INDONESIE	PT BOSTIK INDONESIA	22	SIEGE SOCIAL	JAKARTA	-6.234506	106.839807
ITALIE	ARKEMA SRL	54	USINE DE PRODUCTION	ANAGNI	41.745491	13.156903
ITALIE	ARKEMA SRL	87	USINE DE PRODUCTION	BORETTO	44.9009472	10.5578961
ITALIE	AGIPLAST ITALIA SRL	37	USINE DE PRODUCTION	CASALBUTTANO	45.225526	9.954659
ITALIE	ARKEMA SRL	55	USINE DE PRODUCTION	GISSI	42.0401335	14.5538744
ITALIE	ARKEMA SRL	50	SIEGE SOCIAL	RHO	45.5353029	9.0551608
ITALIE	ARKEMA SRL	63	USINE DE PRODUCTION	SPINETTA MARENGOA	44.881417	8.688093
ITALIE	IDEAL WORK SRL	4	SIEGE SOCIAL	TREVISO	45,646697	12,256365
ITALIE	IDEAL WORK SRL	2	USINE DE PRODUCTION	TREVISO	45,646697	12,256365
ITALIE	IDEAL WORK SRL	9	AGENCE COMMERCIALE	TREVISO	45,646697	12,256365
ITALIE	IDEAL WORK SRL	5	CENTRE TECHNIQUE	TREVISO	45,646697	12,256365
JAPON	ARKEMA KK	8	CENTRE TECHNIQUE	KANAGAWA	35.391221	139.262025
JAPON	ARKEMA KK	25	CENTRE R&D	KYOTO	35.047297	135.746298
JAPON	BOSTIK NITTA CO LTD	28	USINE DE PRODUCTION	NARA	34.380062	135.868611
JAPON	BOSTIK NITTA CO LTD	56	SIEGE SOCIAL	OSAKA	34.671871	135.524480
JAPON	ARKEMA KK	30	SIEGE SOCIAL	TOKYO	35.675364	139.821859
MALAISIE	BOSTIK FINDLEY MALAYSIA SDN BHD	4	USINE DE PRODUCTION	JOHOR	1.946253	103.371334
MALAISIE	ARKEMA THIOCHEMICALS SDN BHD	53	USINE DE PRODUCTION	KERTEH	4.504410	103.433685
MALAISIE	ARKEMA COATING RESINS MALAYSIA SDNBHD	120	SIEGE SOCIAL	PASIG	14.567462	121.072759
MALAISIE	ARKEMA THIOCHEMICALS SDN BHD	157	SIEGE SOCIAL	PETALING JAYA	3.137638	101.610579
MALAISIE	BOSTIK FINDLEY MALAYSIA SDN BHD	4	SIEGE SOCIAL	SEREMBAN	2.712830	101.963057
MAROC	ARRMAZ MOROCCO SARLAU	109	SIEGE SOCIAL	CASABLANCA	33.5731104	-7.589843399999999
MAROC	SOCIETE MAROCAINE DES COLLES	14	SIEGE SOCIAL	CASABLANCA	33.5731104	-7.589843399999999
MEXIQUE	POLIMEROS ESPECIALES S.A. DE C.V	62	USINE DE PRODUCTION	AVENIDA ING. ANTONIO GUT	19.420426	-99.242573
MEXIQUE	POLIMEROS ESPECIALES S.A. DE C.V	201	SIEGE SOCIAL	CALLE TRANSFORMACIóN NO.	19.420426	-99.242573
MEXIQUE	ARKEMA MEXICO SA DE CV	19	SIEGE SOCIAL	MEXICOD O	18.954153	-99.443043
MEXIQUE	BOSTIK MEXICANA S.A DE C.V.	71	USINE DE PRODUCTION	MONTERREY	25.648109	-100.292120
MEXIQUE	BOSTIK MEXICANA S.A DE C.V.	137	SIEGE SOCIAL	NAUCALPAN	19.4744572	-99.22452369999999
MEXIQUE	BOSTIK MEXICANA S.A DE C.V.	67	USINE DE PRODUCTION	NAUCALPAN	19.4744572	-99.22452369999999
MEXIQUE	ARKEMA MEXICO SA DE CV	151	USINE DE PRODUCTION	VERACRUZ	19.167728	-96.146450
MOLDAVIE	BOSTIK SRL	52	AGENCE COMMERCIALE	Chisinau	47.411631	28.369885
NORVEGE	LIP NORGE AS	0	AGENCE COMMERCIALE	LARVIK	59.052233	10.043287
NORVEGE	BOSTIK AS	6	AGENCE COMMERCIALE	SANDEFJORD	59.129861	10.208755
NOUVELLE ZELANDE	BOSTIK NEW ZEALAND LTD	19	SIEGE SOCIAL	AUCKLAND	-36.85088270000001	174.7644881
NOUVELLE ZELANDE	BOSTIK NEW ZEALAND LTD	36	USINE DE PRODUCTION	WELLINGTON	-41.286937	174.753564
PAYS-BAS	ARKEMA BV	20	USINE DE PRODUCTION	BRUMMEN	52.1030765	6.153347999999999
PAYS-BAS	BOSTIK BENELUX BV	78	USINE DE PRODUCTION	GIESSEN	50.578526	8.689495
PAYS-BAS	COATEX NETHERLANDS BV	13	USINE DE PRODUCTION	MOERDIJK	51.6818606	4.5857886
PAYS-BAS	BOSTIK BENELUX BV	271	USINE DE PRODUCTION	OOSTERHOUT	51.6232623	4.884197599999999
